DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,HanLoTaibunKip,HoaBun,DataProvidedBy,PojNormalized,KipNormalized
143,Tò͘-tīn-te̍k-kong,Too3-tin7-tek8-kong,Tòo-tīn-ti̍k-kong,Too3-tin7-tik8-kong,鬥陣特攻,鬥陣特攻,鬥陣特攻,匿名,To-tin-tek-kong,Too-tin-tik-kong
144,mô͘-siū-cheng-pà,moo5-siu7-cheng-pa3,môo-siū-tsing-pà,moo5-siu7-tsing-pa3,魔獸爭霸,魔獸爭霸,魔獸爭霸,匿名,mo-siu-cheng-pa,moo-siu-tsing-pa
145,tông-sèng-loân,tong5-seng3-loan5,tông-sìng-luân,tong5-sing3-luan5,同性戀,同性戀,同性戀,匿名,tong-seng-loan,tong-sing-luan
146,ba̍k-chiah-mn̂g-giap-á,bak8-chiah-mng5-giap-a2,ba̍k-tsiah-mn̂g-giap-á,bak8-tsiah-mng5-giap-a2,目睫毛鋏仔,目睫毛鋏仔,睫毛夾,匿名,bak-chiah-mn̂g-giap-a,bak-tsiah-mn̂g-giap-a
147,kóng chi̍t-ê pì-koat,kong2 chit8-e5 pi3-koat,kóng tsi̍t-ê pì-kuat,kong2 tsit8-e5 pi3-kuat,講一个祕訣,講一个祕訣,講個秘訣,匿名,kong chit-e pi-koat,kong tsit-e pi-kuat
148,lâu-ōe,lau5-oe7,lâu-uē,lau5-ue7,留話,留話,留言,匿名,lau-oe,lau-ue
149,bīn-chheh,bin7-chheh,bīn-tsheh,bin7-tsheh,面冊,面冊,facebook,匿名,bin-chheh,bin-tsheh
150,lah-sap-ōe,lah-sap-oe7,lah-sap-uē,lah-sap-ue7,垃圾話,垃圾話,粗口,匿名,lah-sap-oe,lah-sap-ue
151,hah Hân,hah Han5,hah Hân,hah Han5,哈韓,哈韓,哈韓,匿名,hah Han,hah Han
152,hah Ji̍t,hah Jit8,hah Ji̍t,hah Jit8,哈日,哈日,哈日,匿名,hah Jit,hah Jit
153,khóng-bêng-teng,khong2-beng5-teng,khóng-bîng-ting,khong2-bing5-ting,孔明燈,孔明燈,天燈,David Kang,khong-beng-teng,khong-bing-ting
154,súi-tang-tang,sui2-tang-tang,suí-tang-tang,sui2-tang-tang,媠噹噹,媠噹噹,漂亮,匿名,sui-tang-tang,sui-tang-tang
155,a-bêng,a-beng5,a-bîng,a-bing5,阿明,阿明,小明,匿名,a-beng,a-bing
156,kāng-sèng-loân,kang7-seng3-loan5,kāng-sìng-luân,kang7-sing3-luan5,仝性戀,仝性戀,同性戀,匿名,kang-seng-loan,kang-sing-luan
157,phî-khá-chiù,phi5-kha2-chiu3,phî-khá-tsiù,phi5-kha2-tsiu3,皮巧啾,皮巧啾,皮卡丘,游威力,phi-kha-chiu,phi-kha-tsiu
158,lûn-pan-chheⁿ-jîn/lûn-pan-chhiⁿ-jîn,lun5-pan-chhenn-jin5/lun5-pan-chhinn-jin5,lûn-pan-tshenn-jîn/lûn-pan-tshinn-jîn,lun5-pan-tshenn-jin5/lun5-pan-tshinn-jin5,輪班星人,輪班星人,輪班星人,匿名,lun-pan-chhe-jin/lun-pan-chhi-jin,lun-pan-tshenn-jin/lun-pan-tshinn-jin
159,khiang-á,khiang-a2,khiang-á,khiang-a2,勍仔,勍仔,手腳不乾淨,Van  Lai,khiang-a,khiang-a
160,Ka-lo̍k-hok,Ka-lok8-hok,Ka-lo̍k-hok,Ka-lok8-hok,家樂福,家樂福,家樂福,匿名,Ka-lok-hok,Ka-lok-hok
161,po̍k-kiat-bōng,pok8-kiat-bong7,po̍k-kiat-bōng,pok8-kiat-bong7,爆吉夢,爆吉夢,寶可夢,匿名,pok-kiat-bong,pok-kiat-bong
162,phín-hēng,phin2-heng7,phín-hīng,phin2-hing7,品行,品行,品行,匿名,phin-heng,phin-hing
163,chìⁿ-khian-á,chinn3-khian-a2,tsìnn-khian-á,tsinn3-khian-a2,糋圈仔,糋圈仔,甜甜圈,匿名,chi-khian-a,tsinn-khian-a
164,sio̍k-hoe-lêng-ki,siok8-hoe-leng5-ki,sio̍k-hue-lîng-ki,siok8-hue-ling5-ki,俗飛行機,俗飛行機,廉航,匿名,siok-hoe-leng-ki,siok-hue-ling-ki
165,súi-ko͘-niû,sui2-koo-niu5,suí-koo-niû,sui2-koo-niu5,媠姑娘,媠姑娘,正妹,匿名,sui-ko-niu,sui-koo-niu
166,siù-châi siù-châi khiâ bé lōng-lōng-lâi,siu3-chai5 siu3-chai5 khia5 be2 long7-long7-lai5,siù-tsâi siù-tsâi khiâ bé lōng-lōng-lâi,siu3-tsai5 siu3-tsai5 khia5 be2 long7-long7-lai5,秀才秀才騎馬弄弄來,秀才秀才騎馬弄弄來,書呆子,薛丞宏,siu-chai siu-chai khia be long-long-lai,siu-tsai siu-tsai khia be long-long-lai
167,ke-cheng-á/koe-cheng-á,ke-cheng-a2/koe-cheng-a2,ke-tsing-á/kue-tsing-á,ke-tsing-a2/kue-tsing-a2,雞鐘仔,雞鐘仔,鬧鐘,Van  Lai,ke-cheng-a/koe-cheng-a,ke-tsing-a/kue-tsing-a
168,bah-bâ,bah-ba5,bah-bâ,bah-ba5,肉麻,肉麻,肉麻,匿名,bah-ba,bah-ba
169,thô͘-pi-á,thoo5-pi-a2,thôo-pi-á,thoo5-pi-a2,塗觱仔,塗觱仔,陶笛,Seng-hian Lau,tho-pi-a,thoo-pi-a
170,thô͘-pi-pu,thoo5-pi-pu,thôo-pi-pu,thoo5-pi-pu,塗觱哹,塗觱哹,陶笛,Seng-hian Lau,tho-pi-pu,thoo-pi-pu
171,iáu-siū-kúi,iau2-siu7-kui2,iáu-siū-kuí,iau2-siu7-kui2,夭壽鬼,夭壽鬼,肉麻,Fu-Hsuan Ju,iau-siu-kui,iau-siu-kui
172,chhit-hō kám-á-tiàm,chhit-ho7 kam2-a2-tiam3,tshit-hō kám-á-tiàm,tshit-ho7 kam2-a2-tiam3,七號𥴊仔店,七號𥴊仔店,7-11,Lîm Tshong-bîng,chhit-ho kam-a-tiam,tshit-ho kam-a-tiam
173,chhài-thâu-kóe/chhài-thâu-ké,chhai3-thau5-koe2/chhai3-thau5-ke2,tshài-thâu-kué/tshài-thâu-ké,tshai3-thau5-kue2/tshai3-thau5-ke2,菜頭粿,菜頭粿,蘿蔔糕,薛丞宏,chhai-thau-koe/chhai-thau-ke,tshai-thau-kue/tshai-thau-ke
174,khí ke-bó-phôe/khí koe-bó-phê,khi2 ke-bo2-phoe5/khi2 koe-bo2-phe5,khí ke-bó-phuê/khí kue-bó-phê,khi2 ke-bo2-phue5/khi2 kue-bo2-phe5,起雞母皮,起雞母皮,肉麻,匿名,khi ke-bo-phoe/khi koe-bo-phe,khi ke-bo-phue/khi kue-bo-phe
175,hoan-hoan,hoan-hoan,huan-huan,huan-huan,番番,番番,無理取鬧,匿名,hoan-hoan,huan-huan
176,bū-sà-sà,bu7-sa3-sa3,bū-sà-sà,bu7-sa3-sa3,霧嗄嗄,霧嗄嗄,不清楚,薛丞宏,bu-sa-sa,bu-sa-sa
177,kán-ná pat khòaⁿ--kòe,kan2-na2 pat khoann3--koe3,kán-ná pat khuànn--kuè,kan2-na2 pat khuann3--kue3,敢若捌看過,敢若捌看過,似曾相識,匿名,kan-na pat khoa--koe,kan-na pat khuann--kue
178,sian-jîn-chióng /sian-lîn-chióng,sian-jin5-chiong2 /sian-lin5-chiong2,sian-jîn-tsióng /sian-lîn-tsióng,sian-jin5-tsiong2 /sian-lin5-tsiong2,仙人掌,仙人掌,仙人掌,Justin Richard Leung,sian-jin-chiong /sian-lin-chiong,sian-jin-tsiong /sian-lin-tsiong
179,sian-pa-chióng,sian-pa-chiong2,sian-pa-tsióng,sian-pa-tsiong2,仙巴掌,仙巴掌,仙人掌,Justin Richard Leung,sian-pa-chiong,sian-pa-tsiong
180,sian-jîn-chháu/sian-lîn-chháu,sian-jin5-chhau2/sian-lin5-chhau2,sian-jîn-tsháu/sian-lîn-tsháu,sian-jin5-tshau2/sian-lin5-tshau2,仙人草,仙人草,仙人掌,Justin Richard Leung,sian-jin-chhau/sian-lin-chhau,sian-jin-tshau/sian-lin-tshau
181,chhì-kiû,chhi3-kiu5,tshì-kiû,tshi3-kiu5,刺球,刺球,仙人掌,Justin Richard Leung,chhi-kiu,tshi-kiu
182,kài-hóe-chháu/kài-hé-,kai3-hoe2-chhau2/kai3-he2-,kài-hué-tsháu/kài-hé-,kai3-hue2-tshau2/kai3-he2-,戒火草,戒火草,仙人掌,Justin Richard Leung,kai-hoe-chhau/kai-he-,kai-hue-tshau/kai-he-
183,bah-kám niû-lé,bah-kam2 niu5-le2,bah-kám niû-lé,bah-kam2 niu5-le2,肉感娘嬭,肉感娘嬭,辣媽,匿名,bah-kam niu-le,bah-kam niu-le
184,Tâi-gí/Tâi-gú,Tai5-gi2/Tai5-gu2,Tâi-gí/Tâi-gú,Tai5-gi2/Tai5-gu2,臺語,臺語,臺語,莊銘彥,Tai-gi/Tai-gu,Tai-gi/Tai-gu
185,chéng-kah-chián-á,cheng2-kah-chian2-a2,tsíng-kah-tsián-á,tsing2-kah-tsian2-a2,指甲剪仔,指甲剪仔,指甲剪,匿名,cheng-kah-chian-a,tsing-kah-tsian-a
186,kin-á-ji̍t siōng tùi-tâng,kin-a2-jit8 siong7 tui3-tang5,kin-á-ji̍t siōng tuì-tâng,kin-a2-jit8 siong7 tui3-tang5,今仔日上對筒,今仔日上對筒,本日最中肯,匿名,kin-a-jit siong tui-tang,kin-a-jit siong tui-tang
187,sò͘ thiāu-á,soo3 thiau7-a2,sòo thiāu-á,soo3 thiau7-a2,溯柱仔,溯柱仔,爬竿,匿名,so thiau-a,soo thiau-a
188,ka-ná-bo͘,ka-na2-boo,ka-ná-boo,ka-na2-boo,金棒,金棒,單槓,匿名,ka-na-bo,ka-na-boo
189,bah-kám mē-á,bah-kam2 me7-a2,bah-kám mē-á,bah-kam2 me7-a2,肉感妹仔,肉感妹仔,辣妹,匿名,bah-kam me-a,bah-kam me-a
190,pàng sán-khùi,pang3 san2-khui3,pàng sán-khuì,pang3 san2-khui3,放瘦氣,放瘦氣,放閃,匿名,pang san-khui,pang san-khui
191,tì-hūi-hêng chhiú-ki,ti3-hui7-heng5 chhiu2-ki,tì-huī-hîng tshiú-ki,ti3-hui7-hing5 tshiu2-ki,智慧型手機,智慧型手機,智慧型手機,匿名,ti-hui-heng chhiu-ki,ti-hui-hing tshiu-ki
192,pin chú chīn hoan,pin chu2 chin7 hoan,pin tsú tsīn huan,pin tsu2 tsin7 huan,賓主盡歡,賓主盡歡,賓主盡歡,匿名,pin chu chin hoan,pin tsu tsin huan
193,kin-á-ji̍t siōng tùi-tâng,kin-a2-jit8 siong7 tui3-tang5,kin-á-ji̍t siōng tuì-tâng,kin-a2-jit8 siong7 tui3-tang5,今仔日上對同,今仔日上對同,本日最中肯,匿名,kin-a-jit siong tui-tang,kin-a-jit siong tui-tang
194,khiàm chi̍t kha,khiam3 chit8 kha,khiàm tsi̍t kha,khiam3 tsit8 kha,欠一跤,欠一跤,三缺一,Moogoo Lee,khiam chit kha,khiam tsit kha
195,jiâu-sûn/liâu-sûn,jiau5-sun5/liau5-sun5,jiâu-sûn/liâu-sûn,jiau5-sun5/liau5-sun5,皺巡,皺巡,皺褶,匿名,jiau-sun/liau-sun,jiau-sun/liau-sun
196,bīn-sek pe̍h-si,bin7-sek peh8-si,bīn-sik pe̍h-si,bin7-sik peh8-si,面色白屍,面色白屍,臉色慘白,邱文錫,bin-sek peh-si,bin-sik peh-si
197,kin-ji̍t siāng kong-tō/kin-li̍t siōng kong-tō,kin-jit8 siang7 kong-to7/kin-lit8 siong7 kong-to7,kin-ji̍t siāng kong-tō/kin-li̍t siōng kong-tō,kin-jit8 siang7 kong-to7/kin-lit8 siong7 kong-to7,今日上公道,今日上公道,本日最中肯,匿名,kin-jit siang kong-to/kin-lit siong kong-to,kin-jit siang kong-to/kin-lit siong kong-to
198,kin-á-ji̍t siōng súi-khùi,kin-a2-jit8 siong7 sui2-khui3,kin-á-ji̍t siōng súi-khùi,kin-a2-jit8 siong7 sui2-khui3,今仔日上媠氣,今仔日上媠氣,本日最中肯,Usiong Koo,kin-a-jit siong sui-khui,kin-a-jit siong sui-khui
199,pho͘,phoo,phoo,phoo,鋪,鋪,po,匿名,pho,phoo
200,kiàn-siàu bô té,kian3-siau3 bo5 te2,kiàn-siàu bô té,kian3-siau3 bo5 te2,見笑無底,見笑無底,秀下限,匿名,kian-siau bo te,kian-siau bo te
201,kián-siàu bô tí-chí,kian2-siau3 bo5 ti2-chi2,kián-siàu bô tí-tsí,kian2-siau3 bo5 ti2-tsi2,見笑無底止,見笑無底止,秀下限,匿名,kian-siau bo ti-chi,kian-siau bo ti-tsi
202,phō͘ khì mo͘h,phoo7 khi3 mooh,phōo khì mooh,phoo7 khi3 mooh,抱去𢯾,抱去𢯾,寶可夢,匿名,pho khi moh,phoo khi mooh
203,bē-kham-tit hoân,be7-kham-tit hoan5,bē-kham-tit huân,be7-kham-tit huan5,袂堪得煩,袂堪得煩,不耐煩,匿名,be-kham-tit hoan,be-kham-tit huan
204,Phīⁿ-khang-chiūⁿ,Phinn7-khang-chiunn7,Phīnn-khang-tsiūnn,Phinn7-khang-tsiunn7,鼻空癢,鼻空癢,皮卡丘,Liz Lin,Phi-khang-chiu,Phinn-khang-tsiunn
205,Miāu-kap-á-chéng-chí,Miau7-kap-a2-cheng2-chi2,Miāu-kap-á-tsíng-tsí,Miau7-kap-a2-tsing2-tsi2,妙蛤仔種子,妙蛤仔種子,妙蛙種子,Liz Lin,Miau-kap-a-cheng-chi,Miau-kap-a-tsing-tsi
206,Miāu-kap-á-chháu,Miau7-kap-a2-chhau2,Miāu-kap-á-tsháu,Miau7-kap-a2-tshau2,妙蛤仔草,妙蛤仔草,妙蛙草,Liz Lin,Miau-kap-a-chhau,Miau-kap-a-tshau
207,Miāu-kap-á-hoe,Miau7-kap-a2-hoe,Miāu-kap-á-hue,Miau7-kap-a2-hue,妙蛤仔花,妙蛤仔花,妙蛙花,Liz Lin,Miau-kap-a-hoe,Miau-kap-a-hue
208,Sió-hóe-liông,Sio2-hoe2-liong5,Sió-hué-liông,Sio2-hue2-liong5,小火龍,小火龍,小火龍,Liz Lin,Sio-hoe-liong,Sio-hue-liong
209,bīn-sek pe̍h-sún-sún,bin7-sek peh8-sun2-sun2,bīn-sik pe̍h-sún-sún,bin7-sik peh8-sun2-sun2,面色白恂恂,面色白恂恂,臉色慘白,薛丞宏,bin-sek peh-sun-sun,bin-sik peh-sun-sun
210,hoe pe̍h-sut-sut,hoe peh8-sut-sut,hue pe̍h-sut-sut,hue peh8-sut-sut,花白sut-sut,花白sut-sut,花很白,薛丞宏,hoe peh-sut-sut,hue peh-sut-sut
211,í-á pe̍h sit-sit,i2-a2 peh8 sit-sit,í-á pe̍h sit-sit,i2-a2 peh8 sit-sit,椅仔白sit-sit,椅仔白sit-sit,椅子很白,薛丞宏,i-a peh sit-sit,i-a peh sit-sit
212,chin giám-siâu,chin giam2-siau5,tsin giám-siâu,tsin giam2-siau5,真儼潲,真儼潲,討厭,Tiunn Hông-bîng,chin giam-siau,tsin giam-siau
213,băng-só͘-khó͘,bang9-soo2-khoo2,ba̋ng-sóo-khóo,bang9-soo2-khoo2,băng-só͘-khó͘,ba̋ng-sóo-khóo,OK崩,Tsu Tsì-uí,bang-so-kho,ba̋ng-soo-khoo
214,iân-tâu,ian5-tau5,iân-tâu,ian5-tau5,緣投,緣投,帥,駱勁成,ian-tau,ian-tau
215,bah-phìⁿ-á,bah-phinn3-a2,bah-phìnn-á,bah-phinn3-a2,肉片仔,肉片仔,A片,匿名,bah-phi-a,bah-phinn-a
216,kek bīn-chhiuⁿ,kek bin7-chhiunn,kik bīn-tshiunn,kik bin7-tshiunn,激面腔,激面腔,擺臭臉,薛丞宏,kek bin-chhiu,kik bin-tshiunn
217,kî-lîn-lo̍k,ki5-lin5-lok8,kî-lîn-lo̍k,ki5-lin5-lok8,麒麟鹿,麒麟鹿,長頸鹿,Fu-Hsuan Ju,ki-lin-lok,ki-lin-lok
218,sūn-sī,sun7-si7,sūn-sī,sun7-si7,順序,順序,順序,匿名,sun-si,sun-si
219,Hóe-khióng-liông,Hoe2-khiong2-liong5,Hué-khióng-liông,Hue2-khiong2-liong5,火恐龍,火恐龍,火恐龍,Liz Lin,Hoe-khiong-liong,Hue-khiong-liong
220,Phùn-hóe-liông,Phun3-hoe2-liong5,Phùn-hué-liông,Phun3-hue2-liong5,噴火龍,噴火龍,噴火龍,Liz Lin,Phun-hoe-liong,Phun-hue-liong
221,Khah-mi-ku,Khah-mi-ku,Khah-mi-ku,Khah-mi-ku,卡咪龜,卡咪龜,卡咪龜,Liz Lin,Khah-mi-ku,Khah-mi-ku
222,Chúi-chìⁿ-ku,Chui2-chinn3-ku,Tsuí-tsìnn-ku,Tsui2-tsinn3-ku,水箭龜,水箭龜,水箭龜,Liz Lin,Chui-chi-ku,Tsui-tsinn-ku
223,Chheⁿ-chhì-mo͘-thâng,Chhenn-chhi3-moo-thang5,Tshenn-tshì-moo-thâng,Tshenn-tshi3-moo-thang5,青刺毛蟲,青刺毛蟲,綠毛蟲,Liz Lin,Chhe-chhi-mo-thang,Tshenn-tshi-moo-thang
224,Thih-kah-tāu,Thih-kah-tau7,Thih-kah-tāu,Thih-kah-tau7,鐵甲豆,鐵甲豆,鐵甲蛹,Liz Lin,Thih-kah-tau,Thih-kah-tau
225,Pa-tōa-ia̍h-á,Pa-toa7-iah8-a2,Pa-tuā-ia̍h-á,Pa-tua7-iah8-a2,巴大蛾仔,巴大蛾仔,巴大蝴,Liz Lin,Pa-toa-iah-a,Pa-tua-iah-a
226,To̍k-kak-thâng,Tok8-kak-thang5,To̍k-kak-thâng,Tok8-kak-thang5,獨角蟲,獨角蟲,獨角蟲,Liz Lin,Tok-kak-thang,Tok-kak-thang
227,Thih-khak-tāu,Thih-khak-tau7,Thih-khak-tāu,Thih-khak-tau7,鐵殼豆,鐵殼豆,鐵殼蛹,Liz Lin,Thih-khak-tau,Thih-khak-tau
228,Tōa-chiam-phang,Toa7-chiam-phang,Tuā-tsiam-phang,Tua7-tsiam-phang,大針蜂,大針蜂,大針蜂,Liz Lin,Toa-chiam-phang,Tua-tsiam-phang
229,Pho-pho,Pho-pho,Pho-pho,Pho-pho,波波,波波,波波,Liz Lin,Pho-pho,Pho-pho
230,Pí-pí-chiáu,Pi2-pi2-chiau2,Pí-pí-tsiáu,Pi2-pi2-tsiau2,比比鳥,比比鳥,比比鳥,Liz Lin,Pi-pi-chiau,Pi-pi-tsiau
231,Tōa-pí-chiáu,Toa7-pi2-chiau2,Tuā-pí-tsiáu,Tua7-pi2-tsiau2,大比鳥,大比鳥,比雕,Liz Lin,Toa-pi-chiau,Tua-pi-tsiau
232,Tōa-chhùi-chhiok,Toa7-chhui3-chhiok,Tuā-tshuì-tshiok,Tua7-tshui3-tshiok,大喙雀,大喙雀,大嘴雀,Liz Lin,Toa-chhui-chhiok,Tua-tshui-tshiok
233,A-poh-chôa,A-poh-choa5,A-poh-tsuâ,A-poh-tsua5,阿卜蛇,阿卜蛇,阿柏蛇,Liz Lin,A-poh-choa,A-poh-tsua
234,A-poh-koài,A-poh-koai3,A-poh-kuài,A-poh-kuai3,阿卜怪,阿卜怪,阿柏怪,Liz Lin,A-poh-koai,A-poh-kuai
235,Lûi-khu,Lui5-khu,Luî-khu,Lui5-khu,雷丘,雷丘,雷丘,Liz Lin,Lui-khu,Lui-khu
236,chhiú-bóe-la̍t/chhiú-bé-la̍t,chhiu2-boe2-lat8/chhiu2-be2-lat8,tshiú-bué-la̍t/tshiú-bé-la̍t,tshiu2-bue2-lat8/tshiu2-be2-lat8,手尾力,手尾力,腕力,Ôo Siok-tsing,chhiu-boe-lat/chhiu-be-lat,tshiu-bue-lat/tshiu-be-lat
237,chiàn-kah-thâng,chian3-kah-thang5,tsiàn-kah-thâng,tsian3-kah-thang5,戰甲蟲,戰甲蟲,獨角仙,Justin Richard Leung,chian-kah-thang,tsian-kah-thang
238,chhòng-siáⁿ,chhong3-siann2,tshòng-siánn,tshong3-siann2,創啥,創啥,衝啥,Ôo Siok-tsing,chhong-sia,tshong-siann
239,pòaⁿ-soaⁿ-tó͘,poann3-soann-too2,puànn-suann-tóo,puann3-suann-too2,半山肚,半山肚,山腰,匿名,poa-soa-to,puann-suann-too
240,khì-gia̍p-ka,khi3-giap8-ka,khì-gia̍p-ka,khi3-giap8-ka,企業家,企業家,企業家,匿名,khi-giap-ka,khi-giap-ka
241,sūn-sū,sun7-su7,sūn-sū,sun7-su7,順序,順序,順序,匿名,sun-su,sun-su
242,gē-su̍t-phín,ge7-sut8-phin2,gē-su̍t-phín,ge7-sut8-phin2,藝術品,藝術品,藝術品,匿名,ge-sut-phin,ge-sut-phin
243,kong-bū-oân,kong-bu7-oan5,kong-bū-uân,kong-bu7-uan5,公務員,公務員,公務員,匿名,kong-bu-oan,kong-bu-uan
244,seng-bu̍t to-iūⁿ-sèng,seng-but8 to-iunn7-seng3,sing-bu̍t to-iūnn-sìng,sing-but8 to-iunn7-sing3,生物多樣性,生物多樣性,生物多樣性,匿名,seng-but to-iu-seng,sing-but to-iunn-sing
245,nî-siù,ni5-siu3,nî-siù,ni5-siu3,年獸,年獸,年獸,匿名,ni-siu,ni-siu
246,chio̍h-hó͘,chioh8-hoo2,tsio̍h-hóo,tsioh8-hoo2,石虎,石虎,石虎,匿名,chioh-ho,tsioh-hoo
247,hiòng-chiân kiâⁿ,hiong3-chian5 kiann5,hiòng-tsiân kiânn,hiong3-tsian5 kiann5,向前行,向前行,向前走,匿名,hiong-chian kia,hiong-tsian kiann
248,chian-pau,chian-pau,tsian-pau,tsian-pau,煎包,煎包,水煎包,匿名,chian-pau,tsian-pau
249,chek-sî-thong,chek-si5-thong,tsik-sî-thong,tsik-si5-thong,即時通,即時通,即時通,匿名,chek-si-thong,tsik-si-thong
250,sū-gia̍p-sòaⁿ,su7-giap8-soann3,sū-gia̍p-suànn,su7-giap8-suann3,事業線,事業線,事業線,匿名,su-giap-soa,su-giap-suann
251,sū-gia̍p-sûn,su7-giap8-sun5,sū-gia̍p-sûn,su7-giap8-sun5,事業巡,事業巡,事業線,匿名,su-giap-sun,su-giap-sun
252,kè-sǹg-ki,ke3-sng3-ki,kè-sǹg-ki,ke3-sng3-ki,計算機,計算機,計算機,匿名,ke-sng-ki,ke-sng-ki
253,liap-kéng,liap-keng2,liap-kíng,liap-king2,攝襉,攝襉,皺褶,匿名,liap-keng,liap-king
254,pe̍h-chhat,peh8-chhat,pe̍h-tshat,peh8-tshat,白漆,白漆,立可白,匿名,peh-chhat,peh-tshat
255,chí-sàu-che,chi2-sau3-che,tsí-sàu-tse,tsi2-sau3-tse,止嗽劑,止嗽劑,止咳劑,匿名,chi-sau-che,tsi-sau-tse
256,pháiⁿ-sńg,phainn2-sng2,pháinn-sńg,phainn2-sng2,歹耍,歹耍,Python,匿名,phai-sng,phainn-sng
257,si̍t,sit8,si̍t,sit8,翼,翼,翅,匿名,sit,sit
258,káu-bóe/káu-bé,kau2-boe2/kau2-be2,káu-bué/káu-bé,kau2-bue2/kau2-be2,九尾,九尾,九尾,匿名,kau-boe/kau-be,kau-bue/kau-be
259,la̍k-bóe/la̍k-bé,lak8-boe2/lak8-be2,la̍k-bué/la̍k-bé,lak8-bue2/lak8-be2,六尾,六尾,六尾,匿名,lak-boe/lak-be,lak-bue/lak-be
260,phî-phî,phi5-phi5,phî-phî,phi5-phi5,皮皮,皮皮,皮皮,匿名,phi-phi,phi-phi
261,chéng-kah-chián-á,cheng2-kah-chian2-a2,tsíng-kah-tsián-á,tsing2-kah-tsian2-a2,指甲剪仔,指甲剪仔,指甲剪,匿名,cheng-kah-chian-a,tsing-kah-tsian-a
262,saⁿ-kha khiàm chi̍t-kha,sann-kha khiam3 chit8-kha,sann-kha khiàm tsi̍t-kha,sann-kha khiam3 tsit8-kha,三跤欠一跤,三跤欠一跤,三缺一,匿名,sa-kha khiam chit-kha,sann-kha khiam tsit-kha
263,chéng-kah-iû,cheng2-kah-iu5,tsíng-kah-iû,tsing2-kah-iu5,指甲油,指甲油,指甲油,匿名,cheng-kah-iu,tsing-kah-iu
264,chia̍h pòaⁿ-tàu-á,chiah8 poann3-tau3-a2,tsia̍h puànn-tàu-á,tsiah8 puann3-tau3-a2,食半晝仔,食半晝仔,早午餐,匿名,chiah poa-tau-a,tsiah puann-tau-a
265,tèng-chóa-ki,teng3-choa2-ki,tìng-tsuá-ki,ting3-tsua2-ki,釘紙機,釘紙機,釘書機,匿名,teng-choa-ki,ting-tsua-ki
266,lâng-kang phah-chéng,lang5-kang phah-cheng2,lâng-kang phah-tsíng,lang5-kang phah-tsing2,人工拍種,人工拍種,人工授精,邱文錫,lang-kang phah-cheng,lang-kang phah-tsing
267,ian-chi,ian-chi,ian-tsi,ian-tsi,胭脂,胭脂,唇膏,匿名,ian-chi,ian-tsi
268,gá-suh-tân,ga2-suh-tan5,gá-suh-tân,ga2-suh-tan5,瓦斯彈,瓦斯彈,瓦斯彈,匿名,ga-suh-tan,ga-suh-tan
269,iû-mī,iu5-mi7,iû-mī,iu5-mi7,油麵,油麵,油麵,匿名,iu-mi,iu-mi
270,tē-khè,te7-khe3,tē-khè,te7-khe3,地契,地契,地契,匿名,te-khe,te-khe
271,thiu-hoeh/thiu-huih,thiu-hoeh/thiu-huih,thiu-hueh/thiu-huih,thiu-hueh/thiu-huih,抽血,抽血,抽血,匿名,thiu-hoeh/thiu-huih,thiu-hueh/thiu-huih
272,thàu-lām--ê,thau3-lam7--e5,thàu-lām--ê,thau3-lam7--e5,透濫的,透濫的,混血兒,Lîm Tshong-bîng,thau-lam--e,thau-lam--e
273,koan-lo̍h-im,koan-loh8-im,kuan-lo̍h-im,kuan-loh8-im,關落陰,關落陰,觀落陰,匿名,koan-loh-im,kuan-loh-im
274,kha-khiau,kha-khiau,kha-khiau,kha-khiau,跤曲,跤曲,膝窩,匿名,kha-khiau,kha-khiau
275,chéng-kah-iû,cheng2-kah-iu5,tsíng-kah-iû,tsing2-kah-iu5,指甲油,指甲油,指甲油,匿名,cheng-kah-iu,tsing-kah-iu
276,tēng piān-tong,teng7 pian7-tong,tīng piān-tong,ting7 pian7-tong,訂便當,訂便當,訂便當,匿名,teng pian-tong,ting pian-tong
277,hèng-khùn bâ,heng3-khun3 ba5,hìng-khùn bâ,hing3-khun3 ba5,興睏貓,興睏貓,催眠貘,匿名,heng-khun ba,hing-khun ba
278,o͘-lián,oo-lian2,oo-lián,oo-lian2,黑輪,黑輪,關東煮,匿名,o-lian,oo-lian
279,"Tâi téng saⁿ hun-cheng, tâi kha cha̍p nî kong","Tai5 teng2 sann hun-cheng, tai5 kha chap8 ni5 kong","Tâi tíng sann hun-tsing, tâi kha tsa̍p nî kong","Tai5 ting2 sann hun-tsing, tai5 kha tsap8 ni5 kong",台頂三分鐘，台跤十年功,台頂三分鐘，台跤十年功,臺上三分鐘，臺下十年功,匿名,"Tai teng sa hun-cheng, tai kha chap ni kong","Tai ting sann hun-tsing, tai kha tsap ni kong"
280,ōaⁿ-thiap--ê,oann7-thiap--e5,uānn-thiap--ê,uann7-thiap--e5,換帖的,換帖的,死黨,匿名,oa-thiap--e,uann-thiap--e
281,siān-thâng-á,sian7-thang5-a2,siān-thâng-á,sian7-thang5-a2,蟮蟲仔,蟮蟲仔,守宮,薛丞宏,sian-thang-a,sian-thang-a
282,bián kheh-khì,bian2 kheh-khi3,bián kheh-khì,bian2 kheh-khi3,免客氣,免客氣,不客氣,匿名,bian kheh-khi,bian kheh-khi
