id,poj_unicode,poj_input,kip_unicode,kip_input,hanlo_taibun_poj,hanlo_taibun_kip,hoabun,english,poochhiong_chuliau,muithe_miachheng,hongsang_jitki,liankiat,poj_normalized,kip_normalized
110,thô͘-hún,thoo5-hun2,thôo-hún,thoo5-hun2,塗粉,塗粉,灰塵,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,tho-hun,thoo-hun
111,hì-kńg,hi3-kng2,hì-kńg,hi3-kng2,肺管,肺管,氣管,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,hi-kng,hi-kng
112,chhùi-am,chhui3-am,tshuì-am,tshui3-am,喙掩,喙掩,口罩,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,chhui-am,tshui-am
113,N káu-cha̍p-gō͘,N kau2-chap8-goo7,N káu-tsa̍p-gōo,N kau2-tsap8-goo7,N95,N95,N95,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,N kau-chap-go,N kau-tsap-goo
114,tio̍h-gâm,tioh8-gam5,tio̍h-gâm,tioh8-gam5,著癌,著癌,罹癌,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,tioh-gam,tioh-gam
115,he-ku,he-ku,he-ku,he-ku,痚呴,痚呴,氣喘,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,he-ku,he-ku
116,khuh-khuh-sàu,khuh-khuh-sau3,khuh-khuh-sàu,khuh-khuh-sau3,khuh-khuh-嗽,khuh-khuh-嗽,咳不停,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,khuh-khuh-sau,khuh-khuh-sau
117,hì-pho̍k,hi3-phok8,hì-pho̍k,hi3-phok8,肺泡,肺泡,肺泡,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,hi-phok,hi-phok
118,hì-pho̍k-á,hi3-phok8-a2,hì-pho̍k-á,hi3-phok8-a2,肺泡,肺泡,肺泡,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,hi-phok-a,hi-phok-a
119,thūn,thun7,thūn,thun7,坉,坉,(囥物件入--去)有空間能放東西進來的動作,,相關詞：thūn-hòe(坉貨),【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,thun,thun
120,tún,tun2,tún,tun2,囤,囤,(積聚)慢慢累積的動作,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,tun,tun
121,pa̍t-lâng ê gín-á sī bē liáu,pat8-lang5 e5 gin2-a2 si7 be7 liau2,pa̍t-lâng ê gín-á sī bē liáu,pat8-lang5 e5 gin2-a2 si7 be7 liau2,pa̍t人ê囡á死bē了,pa̍t人ê囡á死bē了,,,,【民視台灣學堂】台語講世事,2017.12.14,https://youtu.be/TgBqjsthUgM,pat-lang e gin-a si be liau,pat-lang e gin-a si be liau
122,hâ an-choân-tòa,ha5 an-choan5-toa3,hâ an-tsuân-tuà,ha5 an-tsuan5-tua3,hâ-安全帶,hâ-安全帶,綁安全帶,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ha an-choan-toa,ha an-tsuan-tua
123,hâ,ha5,hâ,ha5,縖,縖,綁,,"相關詞：hâ an-choân-tòa(綁安全帶), hâ khò͘-tòa(繫腰帶), hâ ûi-kûn(穿圍裙)",【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ha,ha
124,iû-lám-chhia,iu5-lam2-chhia,iû-lám-tshia,iu5-lam2-tshia,遊覽車,遊覽車,遊覽車,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,iu-lam-chhia,iu-lam-tshia
125,an-choân-tòa,an-choan5-toa3,an-tsuân-tuà,an-tsuan5-tua3,安全帶,安全帶,安全帶,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,an-choan-toa,an-tsuan-tua
126,ùn-chiàng,un3-chiang3,ùn-tsiàng,un3-tsiang3,ùn-chiàng,ùn-tsiàng,司機,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,un-chiang,un-tsiang
127,péng-chhia,peng2-chhia,píng-tshia,ping2-tshia,反車,反車,翻車,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,peng-chhia,ping-tshia
128,lâng-kheh,lang5-kheh,lâng-kheh,lang5-kheh,人客,人客,客人,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,lang-kheh,lang-kheh
129,soaⁿ-io̍h-chî,soann-ioh8-chi5,suann-io̍h-tsî,suann-ioh8-tsi5,山藥薯,山藥薯,山藥,,相關詞：soaⁿ-io̍h-kô͘(山藥糊),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,soa-ioh-chi,suann-ioh-tsi
130,soaⁿ-io̍h-chû,soann-ioh8-chu5,suann-io̍h-tsû,suann-ioh8-tsu5,山藥薯,山藥薯,山藥,,相關詞：soaⁿ-io̍h-kô͘(山藥糊),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,soa-ioh-chu,suann-ioh-tsu
131,thiāu-chî,thiau7-chi5,thiāu-tsî,thiau7-tsi5,柱薯,柱薯,山藥,,相關詞：thiāu-chî-kô͘(柱薯糊),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,thiau-chi,thiau-tsi
132,thiāu-chû,thiau7-chu5,thiāu-tsû,thiau7-tsu5,柱薯,柱薯,山藥,,相關詞：thiāu-chû-kô͘(柱薯糊),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,thiau-chu,thiau-tsu
133,soaⁿ-io̍h,soann-ioh8,suann-io̍h,suann-ioh8,山藥,山藥,山藥,,相關詞：soaⁿ-io̍h-kô͘(山藥糊),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,soa-ioh,suann-ioh
134,tōa-chhut,toa7-chhut,tuā-tshut,tua7-tshut,大出,大出,豐收,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,toa-chhut,tua-tshut
135,tōa-siu,toa7-siu,tuā-siu,tua7-siu,大收,大收,豐收,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,toa-siu,tua-siu
136,ūi-tāu,ui7-tau7,uī-tāu,ui7-tau7,胃豆,胃豆,秋葵,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ui-tau,ui-tau
137,iûⁿ-kak-tāu,iunn5-kak-tau7,iûnn-kak-tāu,iunn5-kak-tau7,羊角豆,羊角豆,秋葵,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,iu-kak-tau,iunn-kak-tau
138,khiū,khiu7,khiū,khiu7,khiū,khiū,Q彈,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,khiu,khiu
139,chhiú-kó͘,chhiu2-koo2,tshiú-kóo,tshiu2-koo2,手股,手股,手臂,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,chhiu-ko,tshiu-koo
140,khan-si,khan-si,khan-si,khan-si,牽絲,牽絲,牽絲,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,khan-si,khan-si
141,chhiat-kak,chhiat-kak,tshiat-kak,tshiat-kak,切角,切角,切角,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,chhiat-kak,tshiat-kak
142,chhoah-chhiam,chhoah-chhiam,tshuah-tshiam,tshuah-tshiam,礤簽,礤簽,刨絲,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,chhoah-chhiam,tshuah-tshiam
143,tiām-chiuh-chiuh,tiam7-chiuh-chiuh,tiām-tsiuh-tsiuh,tiam7-tsiuh-tsiuh,tiām-chiuh-chiuh,tiām-tsiuh-tsiuh,靜悄悄,,相關詞：tiām-chih-chih,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,tiam-chiuh-chiuh,tiam-tsiuh-tsiuh
144,hō͘ lâng,hoo7 lang5,hōo lâng,hoo7 lang5,hō͘人,hōo人,被人,,相關詞：hông(hō͘人),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ho lang,hoo lang
145,kā lâng,ka7 lang5,kā lâng,ka7 lang5,kā人,kā人,把人,,相關詞：kâng(kā人),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ka lang,ka lang
146,sio-khê,sio-khe5,sio-khê,sio-khe5,相㧎,相㧎,互相擦撞，阻檔,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,sio-khe,sio-khe
147,sio-ke̍h,sio-keh8,sio-ke̍h,sio-keh8,相扴,相扴,互相衝突，懷疑,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,sio-keh,sio-keh
148,pā-bián,pa7-bian2,pā-bián,pa7-bian2,罷免,罷免,罷免,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,pa-bian,pa-bian
149,kòe-chhiú,koe3-chhiu2,kuè-tshiú,kue3-tshiu2,過手,過手,過關,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,koe-chhiu,kue-tshiu
150,hō͘-tēng,hoo7-teng7,hōo-tīng,hoo7-ting7,戶橂,戶橂,門坎,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,ho-teng,hoo-ting
151,kòe hō͘-tēng,koe3 hoo7-teng7,kuè hōo-tīng,kue3 hoo7-ting7,過戶橂,過戶橂,過門檻,,,【民視台灣學堂】台語講世事,2017.12.22,https://youtu.be/YEoWuC6MyDs,koe ho-teng,kue hoo-ting
152,lām-sú,lam7-su2,lām-sú,lam7-su2,濫使,濫使,隨便,,"相關詞：o͘-pe̍h-iōng(烏白用), chhìn-chhái-iōng(凊彩用)",【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,lam-su,lam-su
153,lām-sám,lam7-sam2,lām-sám,lam7-sam2,濫糝,濫糝,隨便,,"相關詞：o͘-pe̍h-iōng(烏白用), chhìn-chhái-iōng(凊彩用)",【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,lam-sam,lam-sam
154,chán-siaⁿ,chan2-siann,tsán-siann,tsan2-siann,贊聲,贊聲,同意，支持,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,chan-sia,tsan-siann
155,tîn-chêng,tin5-cheng5,tîn-tsîng,tin5-tsing5,陳情,陳情,陳情,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,tin-cheng,tin-tsing
156,chhìn-tè-tè,chhin3-te3-te3,tshìn-tè-tè,tshin3-te3-te3,凊tè-tè,凊tè-tè,漠不關心，冷清,,相關詞：chhìn-pn̄g(凊飯),【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,chhin-te-te,tshin-te-te
157,Chhut-thâu tio̍h sńg-kak.,Chhut-thau5 tioh8 sng2-kak.,Tshut-thâu tio̍h sńg-kak.,Tshut-thau5 tioh8 sng2-kak.,出頭著損角,出頭著損角,,,,【民視台灣學堂】台語講世事,2017.12.21,https://youtu.be/YEoWuC6MyDs,Chhut-thau tioh sng-kak.,Tshut-thau tioh sng-kak.
158,lióng-chō,liong2-cho7,lióng-tsō,liong2-tso7,兩造,兩造,雙方(原告/被告),,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,liong-cho,liong-tso
159,chia̍h-kah-pá,chiah8-kah-pa2,tsia̍h-kah-pá,tsiah8-kah-pa2,食甲飽,食甲飽,吃到飽,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chiah-kah-pa,tsiah-kah-pa
160,mo͘-hē,moo-he7,moo-hē,moo-he7,毛蟹,毛蟹,毛蟹,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,mo-he,moo-he
161,jūn-piáⁿ-kauh,jun7-piann2-kauh,jūn-piánn-kauh,jun7-piann2-kauh,潤餅𩛩,潤餅𩛩,春捲,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,jun-pia-kauh,jun-piann-kauh
162,jūn-piáⁿ-kap,jun7-piann2-kap,jūn-piánn-kap,jun7-piann2-kap,潤餅佮,潤餅佮,春捲,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,jun-pia-kap,jun-piann-kap
163,iân-sui,ian5-sui,iân-sui,ian5-sui,芫荽,芫荽,香菜,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,ian-sui,ian-sui
164,chóng-pho͘,chong2-phoo,tsóng-phoo,tsong2-phoo,總舖,總舖,大廚,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chong-pho,tsong-phoo
165,chhì-koe-á,chhi3-koe-a2,tshì-kue-á,tshi3-kue-a2,刺瓜仔,刺瓜仔,大黃瓜,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chhi-koe-a,tshi-kue-a
166,chia̍h-si̍t,chiah8-sit8,tsia̍h-si̍t,tsiah8-sit8,食食,食食,食物,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chiah-sit,tsiah-sit
167,lim-chia̍h,lim-chiah8,lim-tsia̍h,lim-tsiah8,啉食,啉食,飲食,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,lim-chiah,lim-tsiah
168,hoat-lu̍t chu-sûn,hoat-lut8 chu-sun5,huat-lu̍t tsu-sûn,huat-lut8 tsu-sun5,法律諮詢,法律諮詢,法律諮詢,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,hoat-lut chu-sun,huat-lut tsu-sun
169,giâm-siok,giam5-siok,giâm-siok,giam5-siok,嚴肅,嚴肅,嚴肅,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,giam-siok,giam-siok
170,kui-kí,kui-ki2,kui-kí,kui-ki2,規矩,規矩,規矩,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,kui-ki,kui-ki
171,kui-kú,kui-ku2,kui-kú,kui-ku2,規矩,規矩,規矩,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,kui-ku,kui-ku
172,poaⁿ-hì,poann-hi3,puann-hì,puann-hi3,搬戲,搬戲,演戲,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,poa-hi,puann-hi
173,ián-si̍p,ian2-sip8,ián-si̍p,ian2-sip8,演習,演習,演習,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,ian-sip,ian-sip
174,jīn-bat,jin7-bat,jīn-bat,jin7-bat,認捌,認捌,認識,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,jin-bat,jin-bat
175,chu-sìn,chu-sin3,tsu-sìn,tsu-sin3,資訊,資訊,資訊,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chu-sin,tsu-sin
176,hoat-tī,hoat-ti7,huat-tī,huat-ti7,法治,法治,法治,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,hoat-ti,huat-ti
177,chu-sûn,chu-sun5,tsu-sûn,tsu-sun5,諮詢,諮詢,諮詢,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chu-sun,tsu-sun
178,pôe-sím-chè,poe5-sim2-che3,puê-sím-tsè,pue5-sim2-tse3,陪審制,陪審制,陪審制,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,poe-sim-che,pue-sim-tse
179,chham-sím-chè,chham-sim2-che3,tsham-sím-tsè,tsham-sim2-tse3,參審制,參審制,參審制,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chham-sim-che,tsham-sim-tse
180,pôe-sím-oân,poe5-sim2-oan5,puê-sím-uân,pue5-sim2-uan5,陪審員,陪審員,陪審員,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,poe-sim-oan,pue-sim-uan
181,ha̍p-gī-têng,hap8-gi7-teng5,ha̍p-gī-tîng,hap8-gi7-ting5,合議庭,合議庭,合議庭,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,hap-gi-teng,hap-gi-ting
182,chham-sím-oân,chham-sim2-oan5,tsham-sím-uân,tsham-sim2-uan5,參審員,參審員,參審員,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chham-sim-oan,tsham-sim-uan
183,pôe-sím-thoân,poe5-sim2-thoan5,puê-sím-thuân,pue5-sim2-thuan5,陪審團,陪審團,陪審團,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,poe-sim-thoan,pue-sim-thuan
184,pôe-sím-thoân chè-tō͘,poe5-sim2-thoan5 che3-too7,puê-sím-thuân tsè-tōo,pue5-sim2-thuan5 tse3-too7,陪審團制度,陪審團制度,陪審團制度,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,poe-sim-thoan che-to,pue-sim-thuan tse-too
185,khoân-le̍k,khoan5-lek8,khuân-li̍k,khuan5-lik8,權力,權力,權力,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,khoan-lek,khuan-lik
186,koân-le̍k,koan5-lek8,kuân-li̍k,kuan5-lik8,權力,權力,權力,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,koan-lek,kuan-lik
187,khoân-lī,khoan5-li7,khuân-lī,khuan5-li7,權利,權利,權利,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,khoan-li,khuan-li
188,koân-lī,koan5-li7,kuân-lī,kuan5-li7,權利,權利,權利,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,koan-li,kuan-li
189,phòaⁿ-toàn,phoann3-toan3,phuànn-tuàn,phuann3-tuan3,判斷,判斷,判斷,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,phoa-toan,phuann-tuan
190,jīm-hô,jim7-ho5,jīm-hô,jim7-ho5,任何,任何,任何,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,jim-ho,jim-ho
191,phêng-sím,pheng5-sim2,phîng-sím,phing5-sim2,評審,評審,評審,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,pheng-sim,phing-sim
192,î-chhî,i5-chhi5,î-tshî,i5-tshi5,維持,維持,維持,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,i-chhi,i-tshi
193,ûi-chhî,ui5-chhi5,uî-tshî,ui5-tshi5,維持,維持,維持,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,ui-chhi,ui-tshi
194,kok-bîn-hoat-koaⁿ,kok-bin5-hoat-koann,kok-bîn-huat-kuann,kok-bin5-huat-kuann,國民法官,國民法官,國民法官,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,kok-bin-hoat-koa,kok-bin-huat-kuann
195,pè-toan,pe3-toan,pè-tuan,pe3-tuan,弊端,弊端,弊端,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,pe-toan,pe-tuan
196,chhap-chi̍t-kha,chhap-chit8-kha,tshap-tsi̍t-kha,tshap-tsit8-kha,插一腳,插一腳,參與,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,chhap-chit-kha,tshap-tsit-kha
197,lōe-iông,loe7-iong5,luē-iông,lue7-iong5,內容,內容,內容,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,loe-iong,lue-iong
198,kong-tn̂g,kong-tng5,kong-tn̂g,kong-tng5,公堂,公堂,公堂,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,kong-tn̂g,kong-tn̂g
199,pī-kò,pi7-ko3,pī-kò,pi7-ko3,被告,被告,被告,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,pi-ko,pi-ko
200,pîn-chún,pin5-chun2,pîn-tsún,pin5-tsun2,憑準,憑準,憑準,,,【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,pin-chun,pin-tsun
201,"Chèng-lâng tāi-it, m̄ sī hoat-koaⁿ châi-chêng.","Cheng3-lang5 tai7-it, m7 si7 hoat-koann chai5-cheng5.","Tsìng-lâng tāi-it, m̄ sī huat-kuann tsâi-tsîng.","Tsing3-lang5 tai7-it, m7 si7 huat-kuann tsai5-tsing5.",眾人代一，毋是「法官」才情,眾人代一，毋是「法官」才情,,,"相關詞：Chèng-lâng tāi-it, m̄sī ngó͘ -hu châi-chêng.(眾人代一，毋是我夫才情，原句)",【民視台灣學堂】台語講世事,2017.12.28,https://youtu.be/vE7TVDAtai4,"Cheng-lang tai-it, m̄ si hoat-koa chai-cheng.","Tsing-lang tai-it, m̄ si huat-kuann tsai-tsing."
202,kē-chhù-á,ke7-chhu3-a2,kē-tshù-á,ke7-tshu3-a2,低厝仔,低厝仔,矮房子(一樓高),,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,ke-chhu-a,ke-tshu-a
203,"chîⁿ-gîn tîⁿ pòaⁿ-io, koán-thāi chó͘ -kong-á-sán (sái) pàng hoe sio.","chinn5-gin5 tinn5 poann3-io, koan2-thai7 choo2 -kong-a2-san2 (sai2) pang3 hoe sio.","tsînn-gîn tînn puànn-io, kuán-thāi tsóo -kong-á-sán (sái) pàng hue sio.","tsinn5-gin5 tinn5 puann3-io, kuan2-thai7 tsoo2 -kong-a2-san2 (sai2) pang3 hue sio.",錢銀纏半腰，管待祖公仔產(屎)放火燒,錢銀纏半腰，管待祖公仔產(屎)放火燒,近視短利/短視近利,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,"chi-gin ti poa-io, koan-thai cho -kong-a-san (sai) pang hoe sio.","tsinn-gin tinn puann-io, kuan-thai tsoo -kong-a-san (sai) pang hue sio."
204,siong-bū lia̍t-chhia,siong-bu7 liat8-chhia,siong-bū lia̍t-tshia,siong-bu7 liat8-tshia,商務列車,商務列車,商務列車,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,siong-bu liat-chhia,siong-bu liat-tshia
205,ko-thih,ko-thih,ko-thih,ko-thih,高鐵,高鐵,高鐵,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,ko-thih,ko-thih
206,thih-ki-lō͘,thih-ki-loo7,thih-ki-lōo,thih-ki-loo7,鐵枝路,鐵枝路,鐵路,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,thih-ki-lo,thih-ki-loo
207,chhāi,chhai7,tshāi,tshai7,chhāi,tshāi,立著,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,chhai,tshai
208,khòe,khoe3,khuè,khue3,架,架,靠著,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,khoe,khue
209,khè,khe3,khè,khe3,架,架,靠著,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,khe,khe
210,chōng-hóng,chong7-hong2,tsōng-hóng,tsong7-hong2,狀況,狀況,狀況,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,chong-hong,tsong-hong
211,khîn-bū,khin5-bu7,khîn-bū,khin5-bu7,勤務,勤務,勤務,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,khin-bu,khin-bu
212,tô-seng,to5-seng,tô-sing,to5-sing,逃生,逃生,逃生,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,to-seng,to-sing
213,tô-seⁿ,to5-senn,tô-senn,to5-senn,逃生,逃生,逃生,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,to-se,to-senn
214,tô-siⁿ,to5-sinn,tô-sinn,to5-sinn,逃生,逃生,逃生,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,to-si,to-sinn
215,piah-tó͘,piah-too2,piah-tóo,piah-too2,壁堵,壁堵,牆壁,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,piah-to,piah-too
216,siu-pó͘,siu-poo2,siu-póo,siu-poo2,修補,修補,修補,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,siu-po,siu-poo
217,tio̍h-chha̍t-thau,tioh8-chhat8-thau,tio̍h-tsha̍t-thau,tioh8-tshat8-thau,著賊偷,著賊偷,遭小偷,,"相關詞：tio̍h-téng(著等),tio̍h-chióng(著獎),tio̍h-pēⁿ(著病)",【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,tioh-chhat-thau,tioh-tshat-thau
218,hàm-kiàⁿ,ham3-kiann3,hàm-kiànn,ham3-kiann3,譀鏡,譀鏡,放大鏡，顯微鏡,,相關詞：hián-bî-kiàⁿ(顯微鏡),【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,ham-kia,ham-kiann
219,hông-lâi-bí,hong5-lai5-bi2,hông-lâi-bí,hong5-lai5-bi2,蓬萊米,蓬萊米,蓬萊米,,相關詞：chāi-lâi-bí(在來米),【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,hong-lai-bi,hong-lai-bi
220,bûn-hòa-chu-sán,bun5-hoa3-chu-san2,bûn-huà-tsu-sán,bun5-hua3-tsu-san2,文化資產,文化資產,文化資產,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,bun-hoa-chu-san,bun-hua-tsu-san
221,kā ta̍k-ke,ka7 tak8-ke,kā ta̍k-ke,ka7 tak8-ke,共逐家,共逐家,跟大家,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,ka tak-ke,ka tak-ke
222,kap ta̍k-ke,kap tak8-ke,kap ta̍k-ke,kap tak8-ke,佮逐家,佮逐家,和大家,,,【民視台灣學堂】台語講世事,2018.01.04,https://youtu.be/WwBx9iyEW2w,kap tak-ke,kap tak-ke
