Id,English,EnglishIPA,Afrikaans
437,"Mexico","/mˈɛksɪkˌəʊ/","Mexiko"
438,"Miss","/mˈɪs/","juffrou, Mej., Mejuffrou"
439,"Mister","/mˈɪstə/","heer, Meneer, Mnr."
440,"Monday","/mˈʌndeɪ/","Maandag"
441,"Mongolia","/mɒŋɡˈəʊliə/","Mongolië"
442,"Montenegrin","/mˈɒntənˌɛɡɹɪn/","1. Montenegryns❄2. Montenegryn"
443,"Montenegro","/mˌɒntənˈiːɡɹəʊ/","Montenegro"
444,"Moor","/mˈʊə/","Moor"
445,"Moorish","/mˈʊəɹɪʃ/","Moors"
446,"Moresque","/mˈɔːsk/","Moors"
447,"Moroccan","/məɹˈɒkən/","1. Marokkaans❄2. Marokkaan"
448,"Morocco","/məɹˈɒkəʊ/","Marokko"
449,"Moscow","/mˈɒskəʊ/","Moskou"
450,"Mozambique","/mˌɒzɐmbˈiːk/","Mosambiek"
451,"Mr.","/mˈɪstə/","heer, Meneer, Mnr."
452,"Mrs.","/mˈɪsɪz/","dame, Mev., Mevrou"
453,"Muscovite","/mˈʌskəvˌaɪt/","Moskowiet"
454,"Namibia","/namˈɪbiə/","Namibië"
455,"Namur","/nˈamə/","Namen"
456,"Ndebele","/ˈɛndˈɛbɛl/","Ndebele"
457,"Negro","/nˈiːɡɹəʊ/","swarte"
458,"New","/njˈuː/","Nuwejaarsdag"
459,"Nguni","/əŋɡˈuːni/","Nguni"
460,"Nigeria","/naɪdʒˈiəɹɪə/","Nigeria"
461,"North","/nˈɔːθ/","Noord‐Amerika"
462,"Norway","/nˈɔːweɪ/","Noorweë"
463,"Norwegian","/nɔːwˈiːdʒən/","1. Noors, Noorweegs❄2. Noor, Noorweër"
464,"November","/nəʊvˈɛmbə/","November"
465,"Occident","/ˈɒksɪdənt/","Aandland, Awendland"
466,"October","/ɒktˈəʊbə/","Oktober"
467,"Orange","/ˈɒɹɪndʒ/","Oranje"
468,"Orange","/ˈɒɹɪndʒ/","Oranje‐Vrystaat, Vrystaat"
469,"Oriental","/ˌɔːɹɪˈɛntəl/","oostelik"
470,"Paris","/pˈaɹɪs/","Parys"
471,"Parthian","/pˈɑːθiən/","aandeel, deel, gedeelte, stuk"
472,"Peiping","/pˈeɪpɪŋ/","Peking"
473,"Peking","/piːkˈɪŋ/","Peking"
474,"Persia","/pˈɜːʒə/","Iran, Persië"
475,"Persian","/pˈɜːʒən/","1. Iraniër❄2. Persies"
476,"Persian","/pˈɜːʒən/","Persiese Golf"
477,"Philippine","/fˈɪlɪpˌiːn/","Filippyns"
478,"Philistine","/fˈɪlɪstˌaɪn/","Filistyn"
479,"Pietermaritzburg","/pˈaɪətəmˌaɹɪtsbˌɜːɡ/","Pietermaritzburg"
480,"Poland","/pˈəʊlənd/","Pole"
481,"Pole","/pˈəʊl/","Pool"
482,"Polish","/pˈəʊlɪʃ/","Pools"
483,"Portuguese","/pˌɔːtʃəɡˈiːz/","Portugees"
484,"Portuguese","/pˌɔːtʃəɡˈiːz/","Portugees"
485,"Pretoria","/pɹɪtˈɔːɹiə/","Pretoria"
486,"Prussian","/pɹˈʌʃən/","berlynsblou"
487,"Pyrenees","/pˌɪɹənˈiːz/","Pireneë"
488,"Red","/ɹˈɛd/","Indiaans"
489,"Rhine","/ɹˈaɪn/","aak"
490,"Romania","/ɹəʊmˈeɪniə/","Roemenië"
491,"Romanian","/ɹəʊmˈeɪniən/","Roemeen, Roemeniër"
492,"Rome","/ɹˈəʊm/","Rome"
493,"Russia","/ɹˈʌʃə/","Rusland"
494,"Russian","/ɹˈʌʃən/","1. Russies❄2. Rus"
495,"Sabbath","/sˈabəθ/","Saterdag"
496,"Saint","/sˈeɪnt/","Sint Helena"
497,"Sardinian","/sɑːdˈɪniən/","Sardinies"
498,"Sassenach","/sˈasənˌak/","Engelsman"
499,"Satan","/sˈeɪtən/","Lucifer, Satan"
500,"Saturday","/sˈatədˌeɪ/","Saterdag"
501,"Scot","/skˈɒt/","Skot"
502,"Scotland","/skˈɒtlənd/","Skotland"
503,"Scotsman","/skˈɒtsmən/","Skot"
504,"Scottish","/skˈɒtɪʃ/","Skots"
505,"September","/sɛptˈɛmbə/","September"
506,"Serb","/sˈɜːb/","1. Serwies❄2. Serwiër"
507,"Serbia","/sˈɜːbiə/","1. Serwië"
508,"Siamese","/sˈaɪəmˌiːz/","Siamees"
509,"Slovak","/slˈəʊvak/","1. Slowaaks, Slowakies❄2. Slowaak"
510,"Slovakia","/slʌvˈakiə/","Slowakye"
511,"Slovene","/slˈəʊviːn/","Sloween"
512,"Slovenia","/sləʊvˈiːniə/","Slovenië"
513,"Slovenian","/sləʊvˈiːniən/","1. Sloweens❄2. Sloween"
514,"Song","/sˈɒŋ/","Hooglied"
515,"Song","/sˈɒŋ/","Hooglied"
516,"South","/sˈaʊθ/","Suid‐Afrika"
517,"South","/sˈaʊθ/","1. Suid‐Afrikaans❄2. Suid‐Afrikaner"
518,"South","/sˈaʊθ/","Suid‐Amerika"
519,"Spain","/spˈeɪn/","Spanje"
520,"Spanish","/spˈanɪʃ/","1. Spaans❄2. Spaanse taal"
521,"Spanish","/spˈanɪʃ/","Spaans, Spaanse taal"
522,"Sudan","/suːdˈan/","Soedan"
523,"Sunday","/sˈʌndeɪ/","Sondag"
524,"Swede","/swˈiːd/","Sweed"
525,"Sweden","/swˈiːdən/","Swede"
526,"Swedish","/swˈiːdɪʃ/","Sweeds"
527,"Swiss","/swˈɪs/","1. Switser"
528,"Switzerland","/swˈɪtsələnd/","Switserland"
529,"T‐shirt","/tˈiː ʃˈɜːt/","T‐hemp"
530,"TV","/tˌiːvˈiː/","beeldradio, televisie, TV"
531,"TV","/tˌiːvˈiː/","televisiestel"
532,"Teuton","/tjˈuːtən/","Germaan"
533,"Teutonic","/tjuːtˈɒnɪk/","Germaans"
534,"Thursday","/θˈɜːzdeɪ/","Donderdag"
535,"Transkei","/tɹanskˈeɪ/","Transkei, die Transkei"
536,"Transvaal","/tɹansvˈɑːl/","Transvaal"
537,"Transvaalian","/tɹansvˈɑːliən/","Transvaals"
538,"Tuesday","/tjˈuːzdeɪ/","Dinsdag"
539,"Turk","/tˈɜːk/","Turk"
540,"Turkey","/tˈɜːki/","Turkye"
541,"Turkish","/tˈɜːkɪʃ/","Turks"
542,"Twelfth‐night","/twˈɛlfθ nˈaɪt/","Driekoninge, Driekoningefees"
543,"‐in‐law","/ɪn lˈɔː/","aangetroud"
544,"‐less","/lˈɛs/","‐loos"
545,"USA","/jˌuːˌɛsˈeɪ/","Amerika, VSA"
546,"US","/jˌuːˈɛs/","Amerikaner"
547,"Ukraine","/juːkɹˈeɪn/","Oekraine"
548,"Ukrainian","/juːkɹˈeɪniən/","1. Oekrains❄2. Oekrainer"
549,"United","/juːnˈaɪtɪd/","Amerika, VSA"
550,"Vaal","/vˈɑːl/","Vaal"
551,"Valhalla","/valhˈalə/","Walhalla"
552,"Vatican","/vˈatɪkən/","Vatikaan"
553,"Venezuela","/vˌɛnɪzwˈeɪlə/","Venezuela"
554,"Venezuelan","/vˌɛnɪzwˈeɪlan/","1. Venezolaans❄2. Venezolaan"
555,"Venus","/vˈiːnəs/","1. Venus❄2. Aandster"
556,"Vienna","/vɪˈɛnə/","Weens"
557,"Viennese","/vˌiːənˈiːz/","Weens"
558,"Vietnamese","/vˌiːɛtnəmˈiːz/","Vietnamees"
559,"Volga","/vˈɒlɡə/","Wolga"
560,"Wales","/wˈeɪlz/","Wallis"
561,"Wallonia","/wɒlˈəʊniə/","Waleland"
562,"Wednesday","/wˈɛnzdeɪ/","Woensdag"
563,"Welsh","/wˈɛlʃ/","Wallies"
564,"Welshman","/wˈɛlʃmən/","Walliser"
565,"Western","/wˈɛstən/","Hebride"
566,"Xhosa","/kˈɔːsə/","1. Xhosa‐❄2. Xhosa"
567,"Xhosa","/kˈɔːsə/","Xhosavrou"
568,"Yule","/jˈuːl/","Kersfees"
569,"Zaire","/zaɪˈiə/","Kongo"
570,"Zambia","/zˈambiə/","Zambia"
571,"Zeus","/zjˈuːs/","Zeus"
572,"Zimbabwe","/zɪmbˈɑːbwi/","Zimbabwe"
573,"Zulu","/zˈuːluː/","1. Zoeloe"
574,"Zulu","/zˈuːluː/","Zoeloe❄...❄... gelede❄...❄... a"
575,"a","/ˈeɪ/","1. in, binne, op, per❄2. iemand, enigiemand❄3. 'n"
576,"aardwolf","/ˈɑːdwʊlf/","aardwolf"
577,"aa","/ˈɑː/","aä‐lawa"
578,"abacus","/ˈabakəs/","1. abakus❄2. rekenraam, telraam❄3. rekenbord"
579,"abandon","/ɐbˈandən/","1. verlaat❄2. afsien"
580,"abandoned","/ɐbˈandənd/","immoreel"
581,"abandonment","/ɐbˈandənmənt/","afstand"
582,"abase","/ɐbˈeɪs/","verneder"
583,"abashed","/ɐbˈaʃt/","bedees"
584,"abashment","/ɐbˈaʃmənt/","benardheid"
585,"abate","/ɐbˈeɪt/","verminder"
586,"abatement","/ɐbˈeɪtmənt/","1. agteruitgang❄2. afslag"
587,"abattoir","/ˈabɐtwˌɑː/","abattoir"
588,"abbess","/ˈabɛs/","abdis"
589,"abbey","/ˈabi/","abdy"
590,"abbot","/ˈabət/","ab"
591,"abbreviate","/ɐbɹˈiːvɪˌeɪt/","bekort"
592,"abbreviation","/ɐbɹˌiːvɪˈeɪʃən/","bekorting"
593,"abdicate","/ˈabdɪkˌeɪt/","1. abdikeer❄2. afskuiwe"
594,"abdication","/ˌabdɪkˈeɪʃən/","abdikasie, afstand"
595,"abdomen","/ˈabdəmən/","1. abdomen, agterlyf"
596,"abdominal","/abdˈɒmɪnəl/","abdominaal"
597,"abduct","/ɐbdˈʌkt/","ontvoer"
598,"abductor","/ɐbdˈʌktə/","afvoerder"
599,"aberrance","/ɐbˈɛɹəns/","afwyking"
600,"aberration","/ˌabəɹˈeɪʃən/","1. afwyking❄2. abuis, fout"
601,"abet","/ɐbˈɛt/","1. agiteer, beroer❄2. assisteer, help❄3. ondersteun"
602,"abetter","/ɐbˈɛtə/","handlanger"
603,"abhorrence","/ɐbhˈɒɹəns/","1. aakligheid, afgryse, afskrik"
604,"abhorrent","/ɐbhˈɒɹənt/","afskuwelik"
605,"abide","/ɐbˈaɪd/","1. verwag, wag, wag vir❄2. staan, uithou❄3. afwag"
606,"abiding","/ɐbˈaɪdɪŋ/","aanhoudelik, aanhoudend, permanent, vas"
607,"ability","/ɐbˈɪləti/","1. bekwaamheid❄2. vermoë❄3. kwalifikasie❄4. mag"
608,"abject","/ˈabdʒɛkt/","beroerd"
609,"abjuration","/ɐbdʒjʊɹˈeɪʃən/","1. afswering"
610,"abjure","/ɐbdʒjˈʊə/","1. afsweer❄2. afsê, annulleer, kanselleer"
611,"ablative","/ˈablətˌɪv/","ablatief"
612,"able","/ˈeɪbəl/","1. bekwaam❄2. geskoolde"
613,"abnegate","/ˈabnɪɡˌeɪt/","afsweer"
614,"abnormal","/ɐbnˈɔːməl/","abnormaal"
615,"abnormality","/ɐbnɔːmˈalɪti/","afwyking"
616,"abnormity","/ɐbnˈɔːmɪti/","afwyking, anomalie"
617,"abode","/ɐbˈəʊd/","woning"
618,"abolish","/ɐbˈɒlɪʃ/","1. afskaf❄2. afsê, annulleer, kanselleer"
619,"abolition","/ˌabəlˈɪʃən/","1. afskaffing❄2. afsegging, annullering, opsegging"
620,"abominable","/ɐbˈɒmɪnəbəl/","afskuwelik"
621,"abomination","/ɐbˌɒmɪnˈeɪʃən/","1. aakligheid❄2. afgryse, afskrik"
622,"aboriginal","/ˌabəɹˈɪdʒɪnəl/","1. binnelands, inheems❄2. oorspronklik"
623,"abort","/ɐbˈɔːt/","1. aborteer❄2. afwys"
624,"abortion","/ɐbˈɔːʃən/","aborsie"
625,"abortionist","/ɐbˈɔːʃənˌɪst/","aborteur"
626,"abortive","/ɐbˈɔːtɪv/","vrugteloos"
627,"about","/ɐbˈaʊt/","1. belangende❄2. oor, van❄3. by benadering, omtrent, so, sowat"
628,"above‐board","/əbˌʌv bˈɔːd/","1. eerlik❄2. innig"
629,"above‐mentioned","/əbˌʌv mˈɛnʃənd/","bogenoemd"
630,"above","/əbˈʌv/","1. benoorde❄2. oor❄3. bo❄4. bogenoemd❄5. hierbo"
631,"above","/əbˈʌv/","1. veral❄2. hoofsaaklik"
632,"abridge","/ɐbɹˈɪdʒ/","1. begrens, bepaal, beperk❄2. bekort❄3. verminder"
633,"abridgement","/ɐbɹˈɪdʒmənt/","oorsig"
634,"abrogate","/ˈabɹəɡˌeɪt/","1. afskaf❄2. afsê, annulleer, kanselleer"
635,"abrogation","/ˌabɹəɡˈeɪʃən/","1. afskaffing❄2. afsegging, annullering, opsegging"
636,"abscess","/ˈabsɛs/","abses"
637,"abscond","/ɐbskˈɒnd/","weghardloop"
638,"absence","/ˈabsəns/","1. absensie, afwesigheid"
639,"absent","/ˈabsənt/","1. absent❄2. afwesig"
640,"absentee","/ˌabsəntˈiː/","afwesige"
641,"absent","/ˈabsənt/","aftrek, vertrek"
642,"absinth","/ɐbsˈɪnθ/","1. absint❄2. alsem"
643,"absolute","/ˈabsəlˌuːt/","absoluut"
644,"absolutely","/ˌabsəlˈuːtli/","1. sowaar❄2. beslis, definitief❄3. darem, rektig, werklik"
645,"absolute","/ˈabsəlˌuːt/","alleenheerskapy"
646,"absolute","/ˈabsəlˌuːt/","alleenheerskapy"
647,"absolute","/ˈabsəlˌuːt/","alleenheerser"
648,"absolution","/ˌabsəlˈuːʃən/","begenadiging, vergifnis"
649,"absolutism","/ˈabsəlˌuːtɪzəm/","absolutisme"
650,"absorption","/ɐbsˈɔːpʃən/","absorpsie"
651,"abstemious","/ɐbstˈiːmiəs/","besadig"
652,"abstract","/ˈabstɹakt/","1. abstrak❄2. abstraheer❄3. beneem❄4. oorsig"
653,"abstruse","/ɐbstɹˈuːs/","misterieus"
654,"absurd","/ɐbsˈɜːd/","1. absurd❄2. sinneloos"
655,"absurdity","/ɐbsˈɜːdɪti/","absurditeit"
656,"abundant","/ɐbˈʌndənt/","oorgenoeg"
657,"abuse","/ɐbjˈuːs/","1. beledig❄2. belediging"
658,"abuse","/ɐbjˈuːs/","ampsmisdryf"
659,"abusive","/ɐbjˈuːsɪv/","beledigend"
660,"abut","/ɐbˈʌt/","belend"
661,"abutment","/ɐbˈʌtmənt/","beer"
662,"abysmal","/ɐbˈɪsməl/","afskuwelik"
663,"abyss","/ɐbˈɪs/","afgrond"
664,"acacia","/ɐkˈeɪʃə/","akasia"
665,"academic","/ˌakədˈɛmɪk/","student"
666,"academician","/ˌakədɪmˈɪʃən/","akademielid"
667,"academy","/ɐkˈadəmi/","akademie"
668,"acanthus","/ɐkˈanθəs/","akant, beerklou"
669,"acceleration","/ɐksˌɛləɹˈeɪʃən/","akselerasie"
670,"accelerator","/ɐksˈɛləɹˌeɪtə/","akselerator"
671,"accelerator","/ɐksˈɛləɹˌeɪtə/","akselerator"
672,"accent","/ˈaksənt/","1. aksentueer, beklemtoon❄2. benadruk❄3. aksent"
673,"accentuate","/aksˈɛntʃuːˌeɪt/","1. aksentueer, beklemtoon❄2. benadruk"
674,"accent","/ˈaksənt/","aksent, aksenteken"
675,"accept","/ɐksˈɛpt/","aanneem, aanvaar, aksepteer, neem"
676,"acceptable","/ɐksˈɛptəbəl/","1. aanneembaar, aanneemlik, aanvaarbaar, akseptabel"
677,"acceptance","/ɐksˈɛptəns/","aanvaarding"
678,"accepted","/ɐksˈɛptɪd/","aangenome"
679,"acceptor","/ɐksˈɛptə/","aanvaarder, akseptant"
680,"access","/ˈaksɛs/","1. aanval❄2. aandrif"
681,"accessible","/aksˈɛsəbəl/","1. toeganklik❄2. bereikbaar"
682,"accessory","/ɐksˈɛsəɹi/","1. sekondêr❄2. handlanger"
683,"accidence","/ˈaksɪdəns/","morfologie"
684,"accident","/ˈaksɪdənt/","ongeluk"
685,"accidental","/ˌaksɪdˈɛntəl/","aksidenteel"
686,"acclaim","/ɐklˈeɪm/","1. akklamasie❄2. apploudiseer❄3. applous"
687,"acclamation","/ɐklɐmˈeɪʃən/","1. akklamasie❄2. applous"
688,"acclimate","/ˈakləmˌeɪt/","akklimatiseer"
689,"acclimatization","/ɐklˌaɪmɐtaɪzˈeɪʃən/","akklimatisasie, akklimatisering"
690,"acclimatize","/ɐklˈaɪmɐtˌaɪz/","akklimatiseer"
691,"accommodating","/ɐkˈɒmədˌeɪtɪŋ/","behulpsaam"
692,"accommodation","/ɐkˌɒmədˈeɪʃən/","1. akkommodasie❄2. akkoord, beskikking❄3. afspraak❄4. woning"
693,"accomodate","/ɐkˈɒmədˌeɪt/","1. afsluit, beëindig, eindig❄2. help"
694,"accompaniment","/ɐkˈʌmpɐnˌɪmənt/","1. akkompanjement❄2. begeleiding"
695,"accompanist","/ɐkˈʌmpɐnˌɪst/","akkompanjis, begeleider, begeleier"
696,"accompany","/ɐkˈʌmpəni/","akkompanjeer, begelei"
697,"accomplice","/ɐkˈɒmplɪs/","handlanger"
698,"accomplish","/ɐkˈɒmplɪʃ/","1. behaal, bereik, presteer❄2. bedryf, bedrywe, begaan"
699,"accomplished","/ɐkˈɒmplɪʃt/","ervare"
700,"accomplishment","/ɐkˈɒmplɪʃmənt/","1. daad❄2. beëindiging"
701,"accord","/ɐkˈɔːd/","1. akkoord, ooreenkoms, ooreenstemming❄2. afspraak"
702,"accordance","/ɐkˈɔːdəns/","akkoord, ooreenkoms, ooreenstemming"
703,"accordingly","/ɐkˈɔːdɪŋli/","dus, gevolglik"
704,"according","/ɐkˈɔːdɪŋ/","volgens"
705,"according","/ɐkˈɔːdɪŋ/","volgens"
706,"accordion","/ɐkˈɔːdiən/","akkordeon"
707,"accost","/ɐkˈɒst/","toespreek"
708,"account","/ɐkˈaʊnt/","1. rekening❄2. berig, informasie, inligting, kennisgewing❄3. berekening❄4. rede❄5. verduideliking❄6. oorweeg❄7. ag, glo, meen❄8. dink❄9. beskrywing"
709,"accountable","/ɐkˈaʊntəbəl/","1. verantwoordelik❄2. aanspreeklik"
710,"accountant","/ɐkˈaʊntənt/","rekenmeester"
711,"accounting","/ɐkˈaʊntɪŋ/","boekhou"
712,"account","/ɐkˈaʊnt/","register"
713,"account","/ɐkˈaʊnt/","verduidelik"
714,"accoutrement","/ɐkˈuːtɹɪmənt/","akkomodasie, uitrusting"
715,"accoutrements","/ɐkˈuːtɹɪmənts/","akkomodasie, uitrusting"
716,"accredit","/ɐkɹˈɛdɪt/","1. akkrediteer❄2. ag, glo, meen"
717,"accrue","/ɐkɹˈuː/","1. afstam❄2. styg"
718,"accumulate","/ɐkjˈuːmjʊlˌeɪt/","akkumuleer"
719,"accumulation","/ɐkjˌuːmjʊlˈeɪʃən/","1. akkumulasie❄2. massa, menigte, skare, stapel"
720,"accumulator","/ɐkjˈuːmjʊlˌeɪtə/","akkumulator, battery"
721,"accuracy","/ˈakjʊɹəsi/","akkuraatheid"
722,"accurate","/ˈakjʊɹət/","1. akkuraat❄2. juis❄3. angsvallig"
723,"accusal","/ɐkjˈuːzəl/","aanklag"
724,"accusation","/ˌakjuːzˈeɪʃən/","1. aanklag❄2. aangewing"
725,"accusative","/ɐkjˈuːzətˌɪv/","akkusatief"
726,"accuse","/ɐkjˈuːz/","1. aankla, aanklaag, aanklae❄2. aanbring, aangee"
727,"accused","/ɐkjˈuːzd/","beklaagde"
728,"accuser","/ɐkjˈuːzə/","aanklaer"
729,"accustom","/ɐkˈʌstəm/","gewoond wees"
730,"ace","/ˈeɪs/","aas"
731,"acerbic","/ɐsˈɜːbɪk/","1. skerp❄2. bitter"
732,"acetone","/ˈasɪtˌəʊn/","aseton"
733,"acetylene","/ɐsˈɛtəlˌiːn/","asetileen"
734,"ache","/ˈeɪk/","1. seer wees❄2. pyn❄3. verlang"
735,"ache","/ˈeɪk/","verlang na"
736,"achievable","/ɐtʃˈiːvəbəl/","haalbaar"
737,"achieve","/ɐtʃˈiːv/","1. behaal, verwerf❄2. bereik, presteer❄3. bedryf, bedrywe, begaan, doen, maak, pleeg, vervaardig"
738,"achievement","/ɐtʃˈiːvmənt/","1. aksie, daad❄2. sukses"
739,"acknowledge","/ɐknˈɒlɪdʒ/","1. beken❄2. bekragtig, beseël, bevestig, erken"
740,"acknowledgement","/ɐknˈɒlɪdʒmənt/","bekentenis"
741,"acme","/ˈakmɪ/","apogeum"
742,"acne","/ˈaknɪ/","akne"
743,"acolyte","/ˈakəlˌaɪt/","1. adep❄2. akoliet, altaardienaar❄3. lid"
744,"aconite","/ˈakənˌaɪt/","akoniet"
745,"acorn","/ˈeɪkɔːn/","akker"
746,"acoustic","/ɐkˈuːstɪk/","akoesties"
747,"acoustics","/ɐkˈuːstɪks/","akoestiek"
748,"acquaint","/ɐkwˈeɪnt/","1. in kennis stel❄2. bekendmaak, bekendstel, meedeel, meld"
749,"acquaintance","/ɐkwˈeɪntəns/","1. bekendheid❄2. kennis"
750,"acquiesce","/ˌakwɪˈɛs/","berus"
751,"acquiescence","/ˌakwɪˈɛsəns/","berusting"
752,"acquire","/ɐkwˈaɪə/","1. behaal, verwerf❄2. aankoop, aanskaf, koop"
753,"acquisition","/ɐkwɪsˈɪʃən/","aankoop"
754,"acquisitive","/ɐkwˈɪzɪtˌɪv/","begerig, belus, gretig"
755,"acquittal","/ɐkwˈɪtəl/","kwytskelding"
756,"acre","/ˈeɪkə/","acre"
757,"acrobat","/ˈakɹəbˌat/","akrobaat"
758,"acrobatic","/ˌakɹəbˈatɪk/","akrobaties"
759,"acronym","/ˈakɹənˌɪm/","akroniem"
760,"across","/əkɹˈɒs/","dwarsdeur"
761,"across","/əkɹˈɒs/","jeens, teen, vir"
762,"act","/ˈakt/","1. ageer, optree❄2. aksie, daad❄3. akte, bedryf❄4. bedrywe, begaan, doen, maak, pleeg, vervaardig❄5. beïnvloed"
763,"acting","/ˈaktɪŋ/","toneelspel"
764,"actinium","/aktˈɪniəm/","aktinium"
765,"action","/ˈakʃən/","1. aksie❄2. daad❄3. geveg❄4. meganisme❄5. proses"
766,"activate","/ˈaktɪvˌeɪt/","1. aktiveer❄2. aandoen, berokken, veroorsaak"
767,"active","/ˈaktɪv/","1. bedrywig❄2. aktief❄3. arbeidsaam"
768,"activist","/ˈaktɪvˌɪst/","aktivis"
769,"activity","/aktˈɪvɪti/","1. aksie❄2. bedrywigheid❄3. aktiwiteit❄4. arbeidsaamheid❄5. besigheid❄6. animo"
770,"actor","/ˈaktə/","akteur"
771,"actress","/ˈaktɹəs/","aktrise"
772,"actual","/ˈaktʃuːəl/","1. effektief❄2. huidig"
773,"actuality","/ˌaktʃuːˈalɪti/","werklikheid"
774,"actually","/ˈaktʃuːəli/","sowaar"
775,"actuary","/ˈaktʃuːəɹi/","aktuaris"
776,"actuate","/ˈaktʃuːˌeɪt/","1. beweeg, roer❄2. aandryf, aandrywe, dryf"
777,"act","/ˈakt/","bemiddel"
778,"act","/ˈakt/","amnestie"
779,"acuity","/ɐkjˈuːɪti/","aandag, ag, attensie"
780,"acute","/ɐkjˈuːt/","intens"
781,"ad","/ˈad/","aandiening, aankondiging, advertensie"
782,"adagio","/adˈɑːdʒɪˌəʊ/","adagio"
783,"adapt","/ɐdˈapt/","1. aanpas, adapteer"
784,"adaptable","/ɐdˈaptəbəl/","aanpasbaar"
785,"add","/ˈad/","1. byvoeg, toevoeg❄2. aanbou"
786,"adder","/ˈadə/","adder"
787,"addition","/ɐdˈɪʃən/","bylae"
788,"additional","/ɐdˈɪʃənəl/","1. ekstra❄2. nog 'n"
789,"addled","/ˈadəld/","1. bedorwe❄2. dom"
790,"address","/ɐdɹˈɛs/","1. adresseer❄2. adres❄3. toespreek"
791,"addressee","/ɐdɹˈɛsiː/","geadresseerde"
792,"addressing","/ɐdɹˈɛsɪŋ/","adresseermasjien"
793,"address","/ɐdɹˈɛs/","adresboek"
794,"adept","/ɐdˈɛpt/","1. adep❄2. ervare"
795,"adequate","/ˈadɪkwət/","adekwaat"
796,"adherence","/ɐdhˈiəɹəns/","aanhanklikheid"
797,"adherent","/ɐdhˈiəɹənt/","adep"
798,"adherents","/ɐdhˈiəɹənts/","aanhang"
799,"adhesive","/ɐdhˈiːsɪv/","kleefband"
800,"adieu","/ɐdjˈuː/","adieu"
801,"adjacent","/ɐdʒˈeɪsənt/","1. aangrensend❄2. naburig❄3. belendend"
802,"adjectival","/ˌadʒɪktˈaɪvəl/","adjektiwies"
803,"adjective","/ˈadʒɪktˌɪv/","adjektief"
804,"adjoin","/ɐdʒˈɔɪn/","belend"
805,"adjoining","/ɐdʒˈɔɪnɪŋ/","1. aangrensend❄2. belendend"
806,"adjunct","/ˈaddʒʌŋkt/","1. bylae❄2. bepaling"
807,"adjust","/ɐdʒˈʌst/","1. aanpas, adapteer❄2. verstel"
808,"adjustment","/ɐdʒˈʌstmənt/","akkoord, beskikking"
809,"administer","/ɐdmˈɪnɪstˌə/","1. administreer"
810,"administer","/ɐdmˈɪnɪstˌə/","bedien, bereg"
811,"administration","/ɐdmˌɪnɪstɹˈeɪʃən/","1. administrasie❄2. beheer, kontrole❄3. regering"
812,"administration","/ɐdmˌɪnɪstɹˈeɪʃən/","beregting"
813,"administrative","/ɐdmˈɪnɪstɹətˌɪv/","administratief"
814,"administrator","/ɐdmˈɪnɪstɹˌeɪtə/","administrateur"
815,"admiral","/ˈadmɜːɹəl/","admiraal"
816,"admire","/ɐdmˈaɪə/","bewonder"
817,"admission","/ɐdmˈɪʃən/","1. aanvaarding❄2. bekentenis"
818,"admit","/ɐdmˈɪt/","beken"
819,"admixture","/ɐdmˈɪkstʃə/","allegaartjie, mengsel"
820,"admonish","/ɐdmˈɒnɪʃ/","aanmaan"
821,"admonition","/ˌadmənˈɪʃən/","aanmaning"
822,"ado","/ɐdˈuː/","lawaai, ophef"
823,"adolescence","/ˌadəlˈɛsəns/","puberteit"
824,"adopted","/ɐdˈɒptɪd/","aangenome"
825,"adoption","/ɐdˈɒpʃən/","adopsie"
826,"adoptive","/ɐdˈɒptɪv/","adoptief"
827,"adorable","/ɐdˈɔːɹəbəl/","aanbidbaar, aanbiddelik"
828,"adoration","/ˌadəɹˈeɪʃən/","aanbidding"
829,"adore","/ɐdˈɔː/","aanbid, adoreer"
830,"adorer","/ɐdˈɔːɹə/","aanbidder"
831,"adornment","/ɐdˈɔːnmənt/","sieraad"
832,"adrenaline","/ɐdɹˈɛnəlˌɪn/","adrenalien, adrenaline"
833,"adroit","/ɐdɹˈɔɪt/","1. bedrewe, behendig, kunstig❄2. lewendig"
834,"adult","/ˈadʌlt/","volwasse"
835,"adumbration","/ˌadəmbɹˈeɪʃən/","afskaduwing"
836,"advance","/ɐdvˈans/","1. aandag vestig op❄2. styg"
837,"advantage","/ɐdvˈantɪdʒ/","1. voordeel❄2. baat, belang"
838,"advantageous","/ɐdvantˈeɪdʒəs/","gunsteling‐"
839,"adventitious","/ˌadvəntˈɪʃəs/","sekondêr"
840,"adventure","/ɐdvˈɛntʃə/","avontuur"
841,"adventurer","/ɐdvˈɛntʃəɹˌə/","avonturier"
842,"adventurous","/ɐdvˈɛntʃəɹəs/","avontuurlik"
843,"adverb","/ˈadvɜːb/","adverbium, bywoord"
844,"adverbial","/advˈɜːbɪəl/","adverbiaal, bywoordelik"
845,"adversary","/ˈadvəsəɹi/","vyand"
846,"adverse","/advˈɜːs/","1. teenoorgesteld❄2. vyandelik"
847,"advert","/ˈadvɜːt/","ag slaan op, oppas"
848,"advertence","/ɐdvˈɜːtəns/","aandag, ag, attensie"
849,"advertency","/ɐdvˈɜːtənsi/","aandag, ag, attensie"
850,"advertise","/ˈadvətˌaɪz/","aandien, aankondig, aansê, adverteer, annonseer, meld"
